date,EUA_return,GAS_return,OIL_return,COAL_return,ELEC_return,IP_return,CPI_return,POLICY_dummy,PHASE_dummy
2019-03-21,-0.03267398823465317,0.0,-0.00938697692300039,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-03-22,-0.013101610492413318,-0.03922071315328135,-0.012306506176118504,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-03-25,0.01085492340943528,-0.010969031370573923,0.0026817701243748715,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-03-26,0.027070656811704286,0.0073260400920729385,0.011244417014205865,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-03-27,0.013481395744433744,-0.018416726786231186,-0.0020618473704407947,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-03-28,0.01713103993018361,0.0,-0.00014746981063140652,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-03-29,-0.03148847602849747,0.01476041558312069,0.008369474064002347,0.004423698538622567,-0.009857152261617763,0.001869159,0.013999999999999999,0,0
2019-04-01,0.01478930827086522,0.02531780798428973,-0.18112323639540406,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-02,0.003878479328570883,-0.08571351827402973,0.09122314727285286,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-03,0.050325083887515554,0.503013084029197,0.049315655268254766,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-04,0.0506386834485375,-0.4685928601427176,0.0552447172225925,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-05,0.006974069336073363,-0.4685928601427176,0.0552447172225925,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-08,-0.01243217255479534,-0.4685928601427176,0.0552447172225925,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,1,0
2019-04-09,0.048082515952784455,0.012170535620255052,-0.020706706074915537,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,1,0
2019-04-10,0.021014598211213542,-0.097328343960562,-0.03914166970168065,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,1,0
2019-04-11,0.0417992621870269,0.2079171039829184,0.06242694041319119,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,1,0
2019-04-12,-0.026951986006424455,-0.13095606284679007,0.01390574509397613,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,1,0
2019-04-15,0.00823344547340854,0.12370965432602277,0.12207715804566988,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-16,0.007104825623744482,-0.03327478888487212,0.007557781310326028,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-17,0.016152036540522552,-0.042232763623272995,-0.0013952627801465667,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-18,-0.020053442446729353,-0.003929278139889525,0.004874979503838084,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-23,0.023183335455656984,-0.03113091859517325,0.006327873155600017,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-24,-0.004872964741874597,0.0,0.0008049041119226885,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-25,-0.004195810351335094,0.003944778291016471,-0.0029546250707168653,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-26,-0.052141955951686914,0.01562531790308086,-0.030036345902117567,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-29,0.01683787950191995,0.0,-0.0015257733472626711,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-04-30,-0.004365230649411522,0.003868476777920238,0.01049446401980525,-0.00147239290404233,-0.011958288988873633,-0.000934143,0.017,0,0
2019-05-01,-0.019882834668738525,0.003868476777920238,0.01049446401980525,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-02,-0.04176765038751995,-0.019493794681001098,-0.16090425216038984,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-03,0.019201818848536334,0.22471711576164033,0.06071954127243551,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-06,0.004932660352389373,-0.06708629321636983,-0.14855073728118384,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-07,0.038973201013003056,-0.06708629321636983,0.05768060585003543,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-08,0.01875280342017982,-0.19299051314352234,-0.07129754961936996,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-09,-0.015119078491656612,0.20918519906350297,0.01888097443418424,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-10,-0.03506541206873992,0.20918519906350297,0.01888097443418424,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-13,-0.022413093960491626,0.11318109472301452,0.10246950734062388,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-14,0.031760703620925756,-0.003696861881326119,0.014278810368426598,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-15,0.0033438634167066716,-0.0037105793965357403,0.007412086243603788,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-16,-0.014947961435873403,-0.026366875840742154,0.011773889228783752,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-17,-0.022849432772343636,-0.0038240964384035347,-0.005661876132071697,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-20,0.007674634753108478,0.03390155167568143,-0.0033291452512527187,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-21,0.007236748398373738,0.01104983618658495,0.002913621038240777,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-22,0.03688255630843207,0.0,-0.016624011603257216,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-23,-0.011403471007447319,-0.06429435070539724,-0.04656690998035096,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-24,-0.02206934530487059,0.015504186535965192,0.013631581821846872,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
2019-05-27,0.0064090700061121275,0.015504186535965192,0.013631581821846872,-0.010367903289629332,0.009975145056819734,0.004662013,0.012,0,0
